cap-shape,cap-surface,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,population,habitat,poisonous,Prediction,Confidence,Accuracy
Convex,Scaly,Red,No,Foul,Free,Close,Narrow,Buff,Tapering,,Smooth,Smooth,White,White,Partial,White,One,Evanescent,White,Several,Leaves,Poisonous,Poisonous,0.995814459865647,Correct
Convex,Smooth,Red,No,Fishy,Free,Close,Narrow,Buff,Tapering,,Smooth,Smooth,Pink,White,Partial,White,One,Evanescent,White,Several,Woods,Poisonous,Poisonous,0.9969378130766825,Correct
Convex,Smooth,Brown,No,Fishy,Free,Close,Narrow,Buff,Tapering,,Silky,Silky,Pink,White,Partial,White,One,Evanescent,White,Several,Woods,Poisonous,Poisonous,0.9980789542178238,Correct
Convex,Smooth,Brown,No,Spicy,Free,Close,Narrow,Buff,Tapering,,Smooth,Smooth,White,White,Partial,White,One,Evanescent,White,Several,Leaves,Poisonous,Poisonous,0.9962759983271855,Correct
Flat,Smooth,Brown,No,Fishy,Free,Close,Narrow,Buff,Tapering,,Smooth,Silky,Pink,White,Partial,White,One,Evanescent,White,Several,Woods,Poisonous,Poisonous,0.9969378130766825,Correct
Flat,Scaly,Brown,No,Spicy,Free,Close,Narrow,Buff,Tapering,,Silky,Silky,White,Pink,Partial,White,One,Evanescent,White,Several,Paths,Poisonous,Poisonous,0.9983587865266698,Correct
Convex,Smooth,Red,No,Spicy,Free,Close,Narrow,Buff,Tapering,,Smooth,Silky,White,Pink,Partial,White,One,Evanescent,White,Several,Woods,Poisonous,Poisonous,0.9988203249882082,Correct
Knobbed,Smooth,Brown,No,Foul,Free,Close,Narrow,Buff,Tapering,,Smooth,Silky,Pink,White,Partial,White,One,Evanescent,White,Several,Paths,Poisonous,Poisonous,0.9969378130766825,Correct
Flat,Smooth,Brown,No,Fishy,Free,Close,Narrow,Buff,Tapering,,Smooth,Smooth,White,White,Partial,White,One,Evanescent,White,Several,Woods,Poisonous,Poisonous,0.9962759983271855,Correct
Flat,Scaly,Brown,No,Foul,Free,Close,Narrow,Buff,Tapering,,Silky,Silky,White,White,Partial,White,One,Evanescent,White,Several,Woods,Poisonous,Poisonous,0.9969556010067884,Correct
Flat,Scaly,Red,No,Fishy,Free,Close,Narrow,Buff,Tapering,,Smooth,Silky,Pink,Pink,Partial,White,One,Evanescent,White,Several,Paths,Poisonous,Poisonous,0.9990206012761668,Correct
Flat,Scaly,Red,No,Spicy,Free,Close,Narrow,Buff,Tapering,,Smooth,Silky,Pink,Pink,Partial,White,One,Evanescent,White,Several,Leaves,Poisonous,Poisonous,0.9990206012761668,Correct
Flat,Scaly,Brown,No,Foul,Free,Close,Narrow,Buff,Tapering,,Silky,Smooth,Pink,White,Partial,White,One,Evanescent,White,Several,Woods,Poisonous,Poisonous,0.9976174157562854,Correct
Convex,Smooth,Red,No,Fishy,Free,Close,Narrow,Buff,Tapering,,Silky,Smooth,White,Pink,Partial,White,One,Evanescent,White,Several,Leaves,Poisonous,Poisonous,0.9988203249882082,Correct
Flat,Scaly,Brown,No,Spicy,Free,Close,Narrow,Buff,Tapering,,Smooth,Silky,White,White,Partial,White,One,Evanescent,White,Several,Woods,Poisonous,Poisonous,0.995814459865647,Correct
Flat,Smooth,Brown,No,Spicy,Free,Close,Narrow,Buff,Tapering,,Silky,Smooth,White,White,Partial,White,One,Evanescent,White,Several,Woods,Poisonous,Poisonous,0.9974171394683268,Correct
Flat,Smooth,Red,No,Foul,Free,Close,Narrow,Buff,Tapering,,Smooth,Silky,Pink,Pink,Partial,White,One,Evanescent,White,Several,Paths,Poisonous,Poisonous,0.9994821397377052,Correct
Convex,Smooth,Brown,No,Fishy,Free,Close,Narrow,Buff,Tapering,,Smooth,Smooth,Pink,Pink,Partial,White,One,Evanescent,White,Several,Woods,Poisonous,Poisonous,0.9994821397377052,Correct
Flat,Scaly,Red,No,Foul,Free,Close,Narrow,Buff,Tapering,,Smooth,Smooth,White,White,Partial,White,One,Evanescent,White,Several,Woods,Poisonous,Poisonous,0.995814459865647,Correct
Knobbed,Scaly,Brown,No,Fishy,Free,Close,Narrow,Buff,Tapering,,Silky,Silky,Pink,White,Partial,White,One,Evanescent,White,Several,Leaves,Poisonous,Poisonous,0.9976174157562854,Correct
Flat,Smooth,Brown,No,Fishy,Free,Close,Narrow,Buff,Tapering,,Silky,Smooth,White,White,Partial,White,One,Evanescent,White,Several,Paths,Poisonous,Poisonous,0.9974171394683268,Correct
Flat,Scaly,Brown,No,Foul,Free,Close,Narrow,Buff,Tapering,,Smooth,Silky,Pink,White,Partial,White,One,Evanescent,White,Several,Paths,Poisonous,Poisonous,0.996476274615144,Correct
Flat,Smooth,Red,No,Fishy,Free,Close,Narrow,Buff,Tapering,,Silky,Silky,Pink,Pink,Partial,White,One,Evanescent,White,Several,Leaves,Poisonous,Poisonous,0.9994821397377052,Correct
Convex,Smooth,Brown,No,Foul,Free,Close,Narrow,Buff,Tapering,,Smooth,Silky,White,White,Partial,White,One,Evanescent,White,Several,Leaves,Poisonous,Poisonous,0.9962759983271855,Correct
Flat,Smooth,Red,No,Foul,Free,Close,Narrow,Buff,Tapering,,Smooth,Silky,Pink,White,Partial,White,One,Evanescent,White,Several,Paths,Poisonous,Poisonous,0.9969378130766825,Correct
Convex,Smooth,Red,No,Foul,Free,Close,Narrow,Buff,Tapering,,Smooth,Silky,White,White,Partial,White,One,Evanescent,White,Several,Woods,Poisonous,Poisonous,0.9962759983271855,Correct
Flat,Scaly,Red,No,Spicy,Free,Close,Narrow,Buff,Tapering,,Smooth,Smooth,Pink,White,Partial,White,One,Evanescent,White,Several,Woods,Poisonous,Poisonous,0.996476274615144,Correct
Convex,Smooth,Red,No,Fishy,Free,Close,Narrow,Buff,Tapering,,Silky,Silky,Pink,Pink,Partial,White,One,Evanescent,White,Several,Paths,Poisonous,Poisonous,0.9994821397377052,Correct
Flat,Smooth,Red,No,Spicy,Free,Close,Narrow,Buff,Tapering,,Smooth,Silky,White,Pink,Partial,White,One,Evanescent,White,Several,Paths,Poisonous,Poisonous,0.9988203249882082,Correct
Flat,Smooth,Brown,No,Foul,Free,Close,Narrow,Buff,Tapering,,Silky,Smooth,White,Pink,Partial,White,One,Evanescent,White,Several,Paths,Poisonous,Poisonous,0.9988203249882082,Correct
Convex,Smooth,Brown,No,Fishy,Free,Close,Narrow,Buff,Tapering,,Smooth,Silky,Pink,White,Partial,White,One,Evanescent,White,Several,Paths,Poisonous,Poisonous,0.9969378130766825,Correct
Convex,Smooth,Red,No,Spicy,Free,Close,Narrow,Buff,Tapering,,Smooth,Smooth,Pink,Pink,Partial,White,One,Evanescent,White,Several,Woods,Poisonous,Poisonous,0.9994821397377052,Correct
Flat,Smooth,Red,No,Spicy,Free,Close,Narrow,Buff,Tapering,,Smooth,Silky,White,White,Partial,White,One,Evanescent,White,Several,Woods,Poisonous,Poisonous,0.9962759983271855,Correct
Convex,Smooth,Red,No,Foul,Free,Close,Narrow,Buff,Tapering,,Smooth,Silky,Pink,White,Partial,White,One,Evanescent,White,Several,Leaves,Poisonous,Poisonous,0.9969378130766825,Correct
Convex,Smooth,Brown,No,Spicy,Free,Close,Narrow,Buff,Tapering,,Silky,Smooth,White,White,Partial,White,One,Evanescent,White,Several,Leaves,Poisonous,Poisonous,0.9974171394683268,Correct
Flat,Smooth,Red,No,Foul,Free,Close,Narrow,Buff,Tapering,,Silky,Silky,Pink,Pink,Partial,White,One,Evanescent,White,Several,Woods,Poisonous,Poisonous,0.9994821397377052,Correct
Convex,Scaly,Red,No,Spicy,Free,Close,Narrow,Buff,Tapering,,Smooth,Silky,White,Pink,Partial,White,One,Evanescent,White,Several,Leaves,Poisonous,Poisonous,0.9983587865266698,Correct
Convex,Smooth,Brown,No,Fishy,Free,Close,Narrow,Buff,Tapering,,Smooth,Silky,Pink,Pink,Partial,White,One,Evanescent,White,Several,Paths,Poisonous,Poisonous,0.9994821397377052,Correct
Convex,Scaly,Red,No,Spicy,Free,Close,Narrow,Buff,Tapering,,Smooth,Smooth,White,Pink,Partial,White,One,Evanescent,White,Several,Paths,Poisonous,Poisonous,0.9983587865266698,Correct
Flat,Smooth,Red,No,Fishy,Free,Close,Narrow,Buff,Tapering,,Silky,Silky,White,White,Partial,White,One,Evanescent,White,Several,Leaves,Poisonous,Poisonous,0.9974171394683268,Correct
Convex,Smooth,Red,No,Spicy,Free,Close,Narrow,Buff,Tapering,,Silky,Smooth,White,Pink,Partial,White,One,Evanescent,White,Several,Woods,Poisonous,Poisonous,0.9988203249882082,Correct
Flat,Scaly,Brown,No,Foul,Free,Close,Narrow,Buff,Tapering,,Smooth,Smooth,Pink,White,Partial,White,One,Evanescent,White,Several,Leaves,Poisonous,Poisonous,0.996476274615144,Correct
Convex,Smooth,Red,No,Foul,Free,Close,Narrow,Buff,Tapering,,Silky,Smooth,White,White,Partial,White,One,Evanescent,White,Several,Leaves,Poisonous,Poisonous,0.9974171394683268,Correct
Convex,Smooth,Brown,No,Spicy,Free,Close,Narrow,Buff,Tapering,,Silky,Smooth,White,Pink,Partial,White,One,Evanescent,White,Several,Leaves,Poisonous,Poisonous,0.9988203249882082,Correct
Flat,Smooth,Red,No,Fishy,Free,Close,Narrow,Buff,Tapering,,Silky,Smooth,White,White,Partial,White,One,Evanescent,White,Several,Woods,Poisonous,Poisonous,0.9974171394683268,Correct
Convex,Smooth,Red,No,Spicy,Free,Close,Narrow,Buff,Tapering,,Smooth,Silky,Pink,Pink,Partial,White,One,Evanescent,White,Several,Woods,Poisonous,Poisonous,0.9994821397377052,Correct
Flat,Smooth,Brown,No,Fishy,Free,Close,Narrow,Buff,Tapering,,Silky,Silky,White,Pink,Partial,White,One,Evanescent,White,Several,Leaves,Poisonous,Poisonous,0.9988203249882082,Correct
Convex,Scaly,Red,No,Spicy,Free,Close,Narrow,Buff,Tapering,,Silky,Silky,White,Pink,Partial,White,One,Evanescent,White,Several,Paths,Poisonous,Poisonous,0.9983587865266698,Correct
Flat,Scaly,Red,No,Fishy,Free,Close,Narrow,Buff,Tapering,,Silky,Silky,Pink,Pink,Partial,White,One,Evanescent,White,Several,Woods,Poisonous,Poisonous,0.9990206012761668,Correct
Convex,Scaly,Red,No,Spicy,Free,Close,Narrow,Buff,Tapering,,Silky,Silky,Pink,White,Partial,White,One,Evanescent,White,Several,Paths,Poisonous,Poisonous,0.9976174157562854,Correct
Knobbed,Scaly,Brown,No,Fishy,Free,Close,Narrow,Buff,Tapering,,Silky,Silky,White,White,Partial,White,One,Evanescent,White,Several,Leaves,Poisonous,Poisonous,0.9969556010067884,Correct
Flat,Scaly,Brown,No,Fishy,Free,Close,Narrow,Buff,Tapering,,Smooth,Smooth,White,White,Partial,White,One,Evanescent,White,Several,Leaves,Poisonous,Poisonous,0.995814459865647,Correct
Convex,Scaly,Red,No,Foul,Free,Close,Narrow,Buff,Tapering,,Smooth,Smooth,Pink,Pink,Partial,White,One,Evanescent,White,Several,Leaves,Poisonous,Poisonous,0.9990206012761668,Correct
Flat,Smooth,Brown,No,Fishy,Free,Close,Narrow,Buff,Tapering,,Smooth,Smooth,White,White,Partial,White,One,Evanescent,White,Several,Paths,Poisonous,Poisonous,0.9962759983271855,Correct
Convex,Smooth,Red,No,Spicy,Free,Close,Narrow,Buff,Tapering,,Silky,Silky,Pink,White,Partial,White,One,Evanescent,White,Several,Woods,Poisonous,Poisonous,0.9980789542178238,Correct
Flat,Smooth,Red,No,Fishy,Free,Close,Narrow,Buff,Tapering,,Silky,Smooth,Pink,Pink,Partial,White,One,Evanescent,White,Several,Woods,Poisonous,Poisonous,0.9994821397377052,Correct
Convex,Fibrous,Gray,No,None,Free,Crowded,Broad,Gray,Enlarging,,Silky,Silky,White,White,Partial,White,Two,Pendant,White,Scattered,Grasses,Edible,Edible,0.9404485298435686,Correct
Convex,Smooth,Red,No,Fishy,Free,Close,Narrow,Buff,Tapering,,Smooth,Silky,White,White,Partial,White,One,Evanescent,White,Several,Paths,Poisonous,Poisonous,0.9962759983271855,Correct
Flat,Smooth,Brown,No,Foul,Free,Close,Narrow,Buff,Tapering,,Smooth,Silky,Pink,Pink,Partial,White,One,Evanescent,White,Several,Leaves,Poisonous,Poisonous,0.9994821397377052,Correct
Flat,Smooth,Brown,No,Spicy,Free,Close,Narrow,Buff,Tapering,,Smooth,Smooth,Pink,Pink,Partial,White,One,Evanescent,White,Several,Paths,Poisonous,Poisonous,0.9994821397377052,Correct
Convex,Smooth,Red,No,Foul,Free,Close,Narrow,Buff,Tapering,,Smooth,Silky,White,White,Partial,White,One,Evanescent,White,Several,Leaves,Poisonous,Poisonous,0.9962759983271855,Correct
Convex,Smooth,Red,No,Fishy,Free,Close,Narrow,Buff,Tapering,,Silky,Smooth,White,White,Partial,White,One,Evanescent,White,Several,Leaves,Poisonous,Poisonous,0.9974171394683268,Correct
Convex,Smooth,Red,No,Spicy,Free,Close,Narrow,Buff,Tapering,,Silky,Smooth,White,White,Partial,White,One,Evanescent,White,Several,Leaves,Poisonous,Poisonous,0.9974171394683268,Correct
Flat,Scaly,Red,No,Fishy,Free,Close,Narrow,Buff,Tapering,,Silky,Smooth,White,White,Partial,White,One,Evanescent,White,Several,Woods,Poisonous,Poisonous,0.9969556010067884,Correct
Bell,Fibrous,Gray,No,None,Free,Crowded,Broad,White,Enlarging,,Smooth,Smooth,White,White,Partial,White,Two,Pendant,White,Scattered,Grasses,Edible,Edible,0.9311606516773544,Correct
Flat,Scaly,Brown,No,Spicy,Free,Close,Narrow,Buff,Tapering,,Silky,Smooth,White,Pink,Partial,White,One,Evanescent,White,Several,Woods,Poisonous,Poisonous,0.9983587865266698,Correct
Flat,Scaly,Red,No,Foul,Free,Close,Narrow,Buff,Tapering,,Smooth,Silky,Pink,Pink,Partial,White,One,Evanescent,White,Several,Woods,Poisonous,Poisonous,0.9990206012761668,Correct
Flat,Scaly,Brown,No,Spicy,Free,Close,Narrow,Buff,Tapering,,Smooth,Smooth,Pink,Pink,Partial,White,One,Evanescent,White,Several,Woods,Poisonous,Poisonous,0.9990206012761668,Correct
Flat,Smooth,Brown,No,Foul,Free,Close,Narrow,Buff,Tapering,,Smooth,Silky,Pink,White,Partial,White,One,Evanescent,White,Several,Leaves,Poisonous,Poisonous,0.9969378130766825,Correct
Flat,Scaly,Brown,No,Foul,Free,Close,Narrow,Buff,Tapering,,Smooth,Silky,White,Pink,Partial,White,One,Evanescent,White,Several,Woods,Poisonous,Poisonous,0.9983587865266698,Correct
Convex,Scaly,Red,No,Spicy,Free,Close,Narrow,Buff,Tapering,,Silky,Smooth,Pink,White,Partial,White,One,Evanescent,White,Several,Woods,Poisonous,Poisonous,0.9976174157562854,Correct
Flat,Scaly,Brown,No,Spicy,Free,Close,Narrow,Buff,Tapering,,Smooth,Smooth,White,White,Partial,White,One,Evanescent,White,Several,Leaves,Poisonous,Poisonous,0.995814459865647,Correct
Convex,Smooth,Brown,No,Fishy,Free,Close,Narrow,Buff,Tapering,,Smooth,Silky,Pink,Pink,Partial,White,One,Evanescent,White,Several,Woods,Poisonous,Poisonous,0.9994821397377052,Correct
Flat,Scaly,Red,No,Foul,Free,Close,Narrow,Buff,Tapering,,Smooth,Smooth,Pink,White,Partial,White,One,Evanescent,White,Several,Woods,Poisonous,Poisonous,0.996476274615144,Correct
Knobbed,Fibrous,Gray,No,None,Free,Crowded,Broad,Pink,Enlarging,,Silky,Smooth,White,White,Partial,White,Two,Pendant,White,Scattered,Grasses,Edible,Edible,0.9392892361424487,Correct
Bell,Smooth,Brown,No,None,Attached,Close,Broad,Yellow,Enlarging,,Smooth,Smooth,Orange,Orange,Partial,Brown,One,Pendant,Orange,Clustered,Leaves,Edible,Edible,0.9692906331777493,Correct
Flat,Smooth,Brown,No,Spicy,Free,Close,Narrow,Buff,Tapering,,Smooth,Smooth,White,White,Partial,White,One,Evanescent,White,Several,Leaves,Poisonous,Poisonous,0.9962759983271855,Correct
Convex,Smooth,Brown,No,Spicy,Free,Close,Narrow,Buff,Tapering,,Smooth,Smooth,Pink,White,Partial,White,One,Evanescent,White,Several,Paths,Poisonous,Poisonous,0.9969378130766825,Correct
Flat,Scaly,Brown,No,Spicy,Free,Close,Narrow,Buff,Tapering,,Smooth,Smooth,Pink,Pink,Partial,White,One,Evanescent,White,Several,Leaves,Poisonous,Poisonous,0.9990206012761668,Correct
Flat,Smooth,Red,No,Spicy,Free,Close,Narrow,Buff,Tapering,,Silky,Smooth,White,White,Partial,White,One,Evanescent,White,Several,Leaves,Poisonous,Poisonous,0.9974171394683268,Correct
Flat,Scaly,Brown,No,Fishy,Free,Close,Narrow,Buff,Tapering,,Smooth,Smooth,Pink,White,Partial,White,One,Evanescent,White,Several,Leaves,Poisonous,Poisonous,0.996476274615144,Correct
Flat,Smooth,Brown,No,Foul,Free,Close,Narrow,Buff,Tapering,,Smooth,Smooth,Pink,Pink,Partial,White,One,Evanescent,White,Several,Woods,Poisonous,Poisonous,0.9994821397377052,Correct
Flat,Scaly,Red,No,Fishy,Free,Close,Narrow,Buff,Tapering,,Smooth,Smooth,Pink,Pink,Partial,White,One,Evanescent,White,Several,Paths,Poisonous,Poisonous,0.9990206012761668,Correct
Flat,Scaly,Red,No,Foul,Free,Close,Narrow,Buff,Tapering,,Silky,Silky,Pink,White,Partial,White,One,Evanescent,White,Several,Leaves,Poisonous,Poisonous,0.9976174157562854,Correct
Flat,Smooth,Brown,No,Spicy,Free,Close,Narrow,Buff,Tapering,,Silky,Silky,White,Pink,Partial,White,One,Evanescent,White,Several,Leaves,Poisonous,Poisonous,0.9988203249882082,Correct
Convex,Smooth,Red,No,Fishy,Free,Close,Narrow,Buff,Tapering,,Smooth,Silky,White,White,Partial,White,One,Evanescent,White,Several,Woods,Poisonous,Poisonous,0.9962759983271855,Correct
Convex,Fibrous,White,No,None,Free,Crowded,Broad,Gray,Enlarging,,Smooth,Silky,White,White,Partial,White,Two,Pendant,White,Numerous,Grasses,Edible,Edible,0.9367700330072343,Correct
Flat,Smooth,Brown,No,Foul,Free,Close,Narrow,Buff,Tapering,,Smooth,Smooth,Pink,Pink,Partial,White,One,Evanescent,White,Several,Paths,Poisonous,Poisonous,0.9994821397377052,Correct
Convex,Smooth,Red,No,Fishy,Free,Close,Narrow,Buff,Tapering,,Silky,Smooth,Pink,White,Partial,White,One,Evanescent,White,Several,Leaves,Poisonous,Poisonous,0.9980789542178238,Correct
Convex,Smooth,Brown,No,Fishy,Free,Close,Narrow,Buff,Tapering,,Silky,Smooth,Pink,Pink,Partial,White,One,Evanescent,White,Several,Woods,Poisonous,Poisonous,0.9994821397377052,Correct
Convex,Smooth,Brown,No,Fishy,Free,Close,Narrow,Buff,Tapering,,Silky,Smooth,Pink,Pink,Partial,White,One,Evanescent,White,Several,Leaves,Poisonous,Poisonous,0.9994821397377052,Correct
Convex,Smooth,Brown,No,Foul,Free,Close,Narrow,Buff,Tapering,,Silky,Silky,Pink,White,Partial,White,One,Evanescent,White,Several,Woods,Poisonous,Poisonous,0.9980789542178238,Correct
Knobbed,Scaly,Brown,No,Fishy,Free,Close,Narrow,Buff,Tapering,,Silky,Silky,Pink,White,Partial,White,One,Evanescent,White,Several,Woods,Poisonous,Poisonous,0.9976174157562854,Correct
Flat,Smooth,Brown,No,Fishy,Free,Close,Narrow,Buff,Tapering,,Silky,Silky,White,Pink,Partial,White,One,Evanescent,White,Several,Paths,Poisonous,Poisonous,0.9988203249882082,Correct
Convex,Scaly,Red,No,Fishy,Free,Close,Narrow,Buff,Tapering,,Smooth,Smooth,White,Pink,Partial,White,One,Evanescent,White,Several,Paths,Poisonous,Poisonous,0.9983587865266698,Correct
Flat,Smooth,Brown,No,Fishy,Free,Close,Narrow,Buff,Tapering,,Smooth,Smooth,Pink,White,Partial,White,One,Evanescent,White,Several,Paths,Poisonous,Poisonous,0.9969378130766825,Correct
Flat,Smooth,Brown,No,Foul,Free,Close,Narrow,Buff,Tapering,,Smooth,Silky,White,White,Partial,White,One,Evanescent,White,Several,Woods,Poisonous,Poisonous,0.9962759983271855,Correct
Convex,Smooth,Brown,No,Spicy,Free,Close,Narrow,Buff,Tapering,,Smooth,Silky,White,White,Partial,White,One,Evanescent,White,Several,Leaves,Poisonous,Poisonous,0.9962759983271855,Correct
Convex,Smooth,Brown,No,Foul,Free,Close,Narrow,Buff,Tapering,,Smooth,Smooth,Pink,White,Partial,White,One,Evanescent,White,Several,Woods,Poisonous,Poisonous,0.9969378130766825,Correct
Convex,Scaly,Red,No,Spicy,Free,Close,Narrow,Buff,Tapering,,Smooth,Smooth,White,White,Partial,White,One,Evanescent,White,Several,Leaves,Poisonous,Poisonous,0.995814459865647,Correct
Flat,Smooth,Red,No,Foul,Free,Close,Narrow,Buff,Tapering,,Smooth,Smooth,White,Pink,Partial,White,One,Evanescent,White,Several,Woods,Poisonous,Poisonous,0.9988203249882082,Correct
Flat,Smooth,Red,No,Spicy,Free,Close,Narrow,Buff,Tapering,,Silky,Silky,White,Pink,Partial,White,One,Evanescent,White,Several,Leaves,Poisonous,Poisonous,0.9988203249882082,Correct
Flat,Scaly,Brown,No,Foul,Free,Close,Narrow,Buff,Tapering,,Smooth,Silky,White,Pink,Partial,White,One,Evanescent,White,Several,Paths,Poisonous,Poisonous,0.9983587865266698,Correct
Convex,Smooth,Red,No,Spicy,Free,Close,Narrow,Buff,Tapering,,Smooth,Silky,Pink,Pink,Partial,White,One,Evanescent,White,Several,Leaves,Poisonous,Poisonous,0.9994821397377052,Correct
Flat,Smooth,Red,No,Spicy,Free,Close,Narrow,Buff,Tapering,,Smooth,Smooth,White,Pink,Partial,White,One,Evanescent,White,Several,Leaves,Poisonous,Poisonous,0.9988203249882082,Correct
Flat,Scaly,Red,No,Spicy,Free,Close,Narrow,Buff,Tapering,,Smooth,Smooth,Pink,Pink,Partial,White,One,Evanescent,White,Several,Woods,Poisonous,Poisonous,0.9990206012761668,Correct
Flat,Scaly,Red,No,Fishy,Free,Close,Narrow,Buff,Tapering,,Silky,Silky,Pink,White,Partial,White,One,Evanescent,White,Several,Leaves,Poisonous,Poisonous,0.9976174157562854,Correct
Convex,Scaly,Red,No,Spicy,Free,Close,Narrow,Buff,Tapering,,Silky,Silky,White,White,Partial,White,One,Evanescent,White,Several,Leaves,Poisonous,Poisonous,0.9969556010067884,Correct
Flat,Scaly,Brown,No,Foul,Free,Close,Narrow,Buff,Tapering,,Silky,Silky,White,White,Partial,White,One,Evanescent,White,Several,Leaves,Poisonous,Poisonous,0.9969556010067884,Correct
Flat,Smooth,Brown,No,Foul,Free,Close,Narrow,Buff,Tapering,,Smooth,Smooth,White,White,Partial,White,One,Evanescent,White,Several,Leaves,Poisonous,Poisonous,0.9962759983271855,Correct
Flat,Smooth,Brown,No,Fishy,Free,Close,Narrow,Buff,Tapering,,Silky,Smooth,Pink,Pink,Partial,White,One,Evanescent,White,Several,Paths,Poisonous,Poisonous,0.9994821397377052,Correct
Knobbed,Scaly,Red,No,Foul,Free,Close,Narrow,Buff,Tapering,,Silky,Silky,White,White,Partial,White,One,Evanescent,White,Several,Leaves,Poisonous,Poisonous,0.9969556010067884,Correct
Flat,Smooth,Red,No,Fishy,Free,Close,Narrow,Buff,Tapering,,Smooth,Smooth,White,White,Partial,White,One,Evanescent,White,Several,Leaves,Poisonous,Poisonous,0.9962759983271855,Correct
Convex,Smooth,Red,No,Spicy,Free,Close,Narrow,Buff,Tapering,,Silky,Smooth,Pink,Pink,Partial,White,One,Evanescent,White,Several,Paths,Poisonous,Poisonous,0.9994821397377052,Correct
Convex,Scaly,Red,No,Fishy,Free,Close,Narrow,Buff,Tapering,,Smooth,Silky,White,White,Partial,White,One,Evanescent,White,Several,Paths,Poisonous,Poisonous,0.995814459865647,Correct
Flat,Scaly,Red,No,Foul,Free,Close,Narrow,Buff,Tapering,,Smooth,Silky,White,White,Partial,White,One,Evanescent,White,Several,Leaves,Poisonous,Poisonous,0.995814459865647,Correct
Convex,Scaly,Red,No,Spicy,Free,Close,Narrow,Buff,Tapering,,Silky,Silky,White,White,Partial,White,One,Evanescent,White,Several,Woods,Poisonous,Poisonous,0.9969556010067884,Correct
Flat,Scaly,Red,No,Foul,Free,Close,Narrow,Buff,Tapering,,Smooth,Smooth,White,Pink,Partial,White,One,Evanescent,White,Several,Leaves,Poisonous,Poisonous,0.9983587865266698,Correct
Flat,Scaly,Brown,No,Fishy,Free,Close,Narrow,Buff,Tapering,,Silky,Silky,Pink,Pink,Partial,White,One,Evanescent,White,Several,Woods,Poisonous,Poisonous,0.9990206012761668,Correct
Flat,Scaly,Red,No,Fishy,Free,Close,Narrow,Buff,Tapering,,Smooth,Silky,Pink,Pink,Partial,White,One,Evanescent,White,Several,Leaves,Poisonous,Poisonous,0.9990206012761668,Correct
Convex,Scaly,Red,No,Spicy,Free,Close,Narrow,Buff,Tapering,,Smooth,Smooth,White,White,Partial,White,One,Evanescent,White,Several,Paths,Poisonous,Poisonous,0.995814459865647,Correct
Convex,Smooth,Red,No,Fishy,Free,Close,Narrow,Buff,Tapering,,Smooth,Silky,Pink,White,Partial,White,One,Evanescent,White,Several,Woods,Poisonous,Poisonous,0.9969378130766825,Correct
Flat,Smooth,Red,No,Foul,Free,Close,Narrow,Buff,Tapering,,Silky,Smooth,Pink,White,Partial,White,One,Evanescent,White,Several,Leaves,Poisonous,Poisonous,0.9980789542178238,Correct
Flat,Smooth,Red,No,Foul,Free,Close,Narrow,Buff,Tapering,,Silky,Silky,Pink,White,Partial,White,One,Evanescent,White,Several,Paths,Poisonous,Poisonous,0.9980789542178238,Correct
Convex,Smooth,Red,No,Foul,Free,Close,Narrow,Buff,Tapering,,Smooth,Smooth,White,White,Partial,White,One,Evanescent,White,Several,Paths,Poisonous,Poisonous,0.9962759983271855,Correct
Flat,Smooth,Red,No,Fishy,Free,Close,Narrow,Buff,Tapering,,Silky,Silky,White,White,Partial,White,One,Evanescent,White,Several,Paths,Poisonous,Poisonous,0.9974171394683268,Correct
Flat,Smooth,Red,No,Spicy,Free,Close,Narrow,Buff,Tapering,,Smooth,Smooth,White,White,Partial,White,One,Evanescent,White,Several,Paths,Poisonous,Poisonous,0.9962759983271855,Correct
Flat,Smooth,Brown,No,Fishy,Free,Close,Narrow,Buff,Tapering,,Silky,Silky,Pink,White,Partial,White,One,Evanescent,White,Several,Leaves,Poisonous,Poisonous,0.9980789542178238,Correct
Flat,Scaly,Red,No,Foul,Free,Close,Narrow,Buff,Tapering,,Silky,Silky,Pink,Pink,Partial,White,One,Evanescent,White,Several,Woods,Poisonous,Poisonous,0.9990206012761668,Correct
Flat,Scaly,Brown,No,Spicy,Free,Close,Narrow,Buff,Tapering,,Silky,Silky,Pink,White,Partial,White,One,Evanescent,White,Several,Paths,Poisonous,Poisonous,0.9976174157562854,Correct
Knobbed,Smooth,Red,No,Foul,Free,Close,Narrow,Buff,Tapering,,Silky,Silky,White,Pink,Partial,White,One,Evanescent,White,Several,Leaves,Poisonous,Poisonous,0.9988203249882082,Correct
Flat,Smooth,Brown,No,Fishy,Free,Close,Narrow,Buff,Tapering,,Silky,Silky,Pink,White,Partial,White,One,Evanescent,White,Several,Woods,Poisonous,Poisonous,0.9980789542178238,Correct
Flat,Scaly,Brown,No,Fishy,Free,Close,Narrow,Buff,Tapering,,Smooth,Smooth,Pink,Pink,Partial,White,One,Evanescent,White,Several,Paths,Poisonous,Poisonous,0.9990206012761668,Correct
